DimV_SK,violation,violdesc,violdttm,violstatus,statusdate,result,resultdttm,comments
100384,590.007/7-201.11-P,Separation-Storage (P),2020-07-16 12:24:31,Fail,,HE_Fail,2020-07-16 12:24:31,remove cans of paint stored in the basement
100385,590.007/7-202.11-PF,Restriction-Presence and Use (Pf),2022-02-14 12:49:37,Fail,,HE_Fail,2022-02-14 12:49:37,2 bottles of insecticide on premises. Discontinue keeping or using insecticides. Hire licensed pest control operator for pest problems.
100386,590.007/7-202.12-C,Conditions of Use (C),2020-08-21 11:00:19,Fail,,HE_Fail,2020-08-21 11:00:19,Raid in kitchen basement. Remove. Only approved pest control (non toxic) unless applied by a licensed exterminator.
100387,590.007/7-202.12-P,Conditions of Use (P),2021-07-02 10:49:05,Fail,,HE_Fail,2021-07-02 10:49:05,"Staff sprayed glass cleaner on cutting board. Label states cleaner is not used for sanitizing food contact surfaces. PIC removed cutting board and washed  rinsed and sanitized at three bay sink. Retrain employees to only use food safe sanitizers on food "
100388,590.007/7-202.12-PF,Conditions of Use (Pf),2021-03-02 11:17:14,Fail,,HE_Fail,2021-03-02 11:17:14,Bottle of rodent repellant spray in basement. Treatments applied by licnesed exterminator only.
100389,590.007/7-203.11-P,Poisonous or Toxic Material Containers-Container Prohibitions (P),2021-01-27 11:27:42,Fail,,HE_Fail,2021-01-27 11:27:42,Ice melts and bottles of chemical solution stored next to food in back storage area-PIC Corrected onsite- Please discontinue storing next to food .
100390,590.007/7-204.11-P,Sanitizers  Criteria-Chemicals (P),2021-12-29 10:25:13,Fail,,HE_Fail,2021-12-29 10:25:13,Chlorine sanitizer that was in use at the time of the inspection measured well over 200ppm Corrected at the time of the inspection
100391,590.007/7-204.12-P,Chemicals for Washing  Treatment  Storage and Processing Fruits and Vegetables  Criteria (P ),2021-08-25 12:00:50,Fail,,HE_Fail,2021-08-25 12:00:50,No testing strips for vegetable wash to determine if dilution is safe and correct. Discontinue using chemical vegetable wash until test strips are provided.
100392,590.007/7-206.11-P,Restricted Use Pesticides  Criteria (P),2019-10-24 11:01:26,Fail,,HE_Fail,2019-10-24 11:01:26,Discontinue the use of pesticides in the facility  remove cans of raid and contact a professionally licensed pest control provider as discussed during inspection
100393,590.007/7-206.12-P,Rodent Bait Stations (P),2020-03-02 12:57:20,Fail,,HE_Fail,2020-03-02 12:57:20,There is an open rodent bait station in the basement near the walk-in.  Remove all open bait stations.  (removed by the manager)
100394,590.007/7-206.13-C,Tracking Powders  Pest Control and Monitoring (C),2021-10-14 14:13:25,Fail,,HE_Fail,2021-10-14 14:13:25,"Tracking powder observed being used in the basement storage/preparation area's. Discontinue the use of Tracking Powders in a Food Service Establihsment unless otherwise authorized."
100395,590.007/7-206.13-P,Tracking Powders  Pest Control and Monitoring (P),2020-10-06 13:02:59,Fail,,HE_Fail,2020-10-06 13:02:59,PIC will need to have pest control inspect and remove green power on top of up right freezer in basement. Old mouse dropping mixed in. Looks like coming from celing.
100396,590.007/7-207.11-P,Restriction and Storage-Medicines (P),2021-12-06 12:06:13,Fail,,HE_Fail,2021-12-06 12:06:13,Burn spray stored next to beverage dispenser. Removed by PIC. Store medicines away from food and dispensing equipment.
100397,590.007/7-207.11-PF,Restriction and Storage-Medicines ( Pf),2020-01-06 12:12:55,Fail,,HE_Fail,2020-01-06 12:12:55,There are vitamins and employee medications stored inthe warewashing area.  Remove any medications that are not necessary to health and store these items away from food prep and warewashing.
100398,590.007/7-207.12-P,Refrigerated Medicines  Storage (P),2022-02-01 14:16:03,Fail,,HE_Fail,2022-02-01 14:16:03,Remove presciption medications from the food service areas and store segragated as discussed
100399,590.007/7-208.11-P,Storage-First Aid Supplies (P),2021-01-28 10:40:12,Fail,,HE_Fail,2021-01-28 10:40:12,Burn creams and first aid items stored on shelving above foods in kitchen- REmoved
100400,590.007/7-209.11-C,Storage-Other Personal Care Items (C),2021-01-06 14:02:56,Pass,2021-01-06 15:16:20,HE_Pass,2021-01-06 14:02:56,Purse  cell phone stored on shelving with food products. Remove.
100401,590.007/7-301.11-P,Separation-Storage and Display  Stock and Retail Sale (P),2020-07-01 15:20:11,Fail,,HE_Fail,2020-07-01 15:20:11,Food container used to bread chicken is in the walk in - it has some coating batter remaining in it from previous usagebut has some small pieces of raw chicken inside  immediately discarded by the PIC
100402,590.008/8-103.11-PF,Documentation of Proposed Variance and Justification (Pf),2019-09-17 11:15:55,Fail,,HE_Fail,2019-09-17 11:15:55,provide haccp plan and variance for vacuum packaging
100403,590.008/8-103.12-P,Conformance with Approved Procedures (P),2019-09-19 13:26:40,Fail,,HE_Fail,2019-09-19 13:26:40,Provide updated lab testing for acidification of sushi rice
100404,590.008/8-103.12-PF,Conformance with Approved Procedures (Pf),2019-11-22 17:32:36,Fail,,HE_Fail,2019-11-22 17:32:36,provide full HACCP plan with lab test  employee sign off sheets  confirmation letters and recipes provide calibrated ph meter/sushi chef testing rice ph with quat test kit provide expiration dates on buffer solutions
100405,590.008/8-103.15-C,Variances (C),2021-07-27 10:47:35,Fail,,HE_Fail,2021-07-27 10:47:35,No service sink available disposing soiled mop water in drain in mens bathroom under the urinal. Provide in writing that you have no space to install a mop sink and need a variance to disposed soiled mop water in toilet.
100406,590.008/8-201.13-C,When a HACCP Plan is Required (C),2019-10-22 18:32:50,Fail,,HE_Fail,2019-10-22 18:32:50,Observed establishment sous vide cooking pork. Discontinue and submit HACCP plan with variance application to the health division @ 1010 Massachusetts Avenue 4th floor health divsion. COS. Product voluntarily discarded.
100407,590.008/8-404.11-PF,(A) Ceasing Operations and Reporting (Pf),2022-02-14 14:31:48,Pass,2022-02-14 14:44:57,HE_Pass,2022-02-14 14:31:48,Fire in establishment at cookline on 2/13/22 with BFD reponse. Fire occured in pot of grease on stove that iginited per on site PIC Rodrigo Barcelos on site. Ansul did not discharge. BFD extinguished fire with a fire extinguisher upon response. Reponsibi
100408,590.009(E),Anti-Choking,2018-06-05 08:36:18,Fail,,HE_Fail,2018-06-05 08:36:18,While food is being served there shall be an employee on the premises trained in anti choking
100409,590.009(F),Tobacco,2017-09-12 11:18:28,Fail,,HE_Fail,2017-09-12 11:18:28,Cigarettes sitting on top of 2 door cold hold unit at cooking line  remove and discontinue storage od cigarettes in food service/food prep areas  store in employee area only
100410,590.010(A),,2021-10-06 11:24:38,Fail,,HE_Fail,2021-10-06 11:24:38,Establishment is preparing foods to be transported to sister location in Somerville. Provide catering license.
100411,590.014(B)/SummaryS-P,uspension of Permit with Notice (P),2022-02-16 12:08:00,Fail,,HE_Fail,2022-02-16 12:08:00,Permit for 2022 showing NOT PAID. Issued next day closure notice. Pay all applicable fees to ISD health at once.
100412,590.014/SummaryS-P,uspension of Permit / Emergency Closure without a Prior Hearing (P),2020-02-07 14:48:54,Fail,,HE_Fail,2020-02-07 14:48:54,post 2020 health permit.
100413,L1,,2021-01-07 11:28:02,Fail,,HE_Filed,2021-01-07 11:28:02,post 2021 city of boston health permit
100414,L2,,2020-08-19 14:11:58,Fail,,HE_Fail,2020-08-19 14:11:58,No Allergen Awareness Certification  provide.
100415,M-2-101.11,Person in charge Assigned,2016-02-17 12:52:46,Fail,,HE_Fail,2016-02-17 12:52:46,No designated PIC in charge with proper knowledge of food safety
100416,M-2-102.11,PIC Knowledge,2012-07-25 10:16:01,Fail,,HE_Fail,2012-07-25 10:16:01,Provide proof of certifed food protection manager and said must be certified in allergen awareness.
100417,M-2-103.11,PIC Performing Duties,2017-05-10 11:36:14,Fail,,HE_Fail,2017-05-10 11:36:14,Certifed food protection manager is not monitoring pest control  cleaning and general facility maintenance. Provide active managerial control as it is defined in the 1999 food code.
100418,M-2-201.11/.14 .15,Non-Compliance w/Employee Health Policy,2007-08-29 15:35:08,Fail,,HE_Fail,2007-08-29 10:39:13,""
100419,M-3-502.11-.12,Reduced Oxygen Packaging,2019-06-11 11:44:10,Fail,,HE_Fail,2019-06-11 11:44:10,They are vacuum packaging cooked meatballs then holding them hot in the circulator.  This is a speacilaized process and requires a variance for this procedure.  (The chef discarded all the meatballs)
100420,M-3-603.11,Consumer Advisories,2007-08-29 15:35:08,Fail,,HE_Fail,2007-08-29 10:39:13,Missing disclosure on consumer advisory *Food item cooked to order.
100421,M-8-103.12,Conformance w/ Approved Procedures,2018-11-26 12:01:30,Fail,,HE_Fail,2018-11-26 12:01:30,Buffer solution for PH meter expired 5/18 . Replace. to ensure proper calibration of PH Meter. No updated letter  8.2017 for parasite  destruction for raw fish . Provide current year.
